,Game,Platform,Gener,Publisher,North_America,Europe,Japan,Rest_of _World,Global,Good_Sale,Count_Games
11301,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,0,2
11302,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,0,2
11303,Yanya Caballista: City Skater,PS2,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,0,249
11304,Yard Sale Hidden Treasures: Sunnyville,DS,Puzzle,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,0,637
11305,Yars' Revenge,2600,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,0,277
11306,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.01,0.21,0,617
11307,Yarudora Series Vol.1: Double Cast,PS,Adventure,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37,0,617
11308,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12,0,38
11309,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01,0,38
11310,Yes! PreCure 5,DS,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0,765
11311,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0,765
11312,Yggdra Union: We'll Never Fight Alone,PSP,Role-Playing,Sting,0.05,0.0,0.07,0.01,0.13,0,6
11313,YoKai Watch Dance: Just Dance Special Version,WiiU,Misc,Level 5,0.0,0.0,0.03,0.0,0.03,0,24
11314,Yoake Yori Ruriiro na Portable,PSP,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,0,46
11315,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,0,1
11316,Yoga Wii,Wii,Sports,JoWood Productions,0.14,0.04,0.0,0.02,0.19,0,16
11317,Yogi Bear: The Video Game,DS,Action,D3Publisher,0.16,0.08,0.0,0.02,0.25,0,131
11318,Yokai Sangokushi,3DS,Action,Level 5,0.0,0.0,0.56,0.0,0.56,1,24
11319,Yokai Watch,3DS,Role-Playing,Nintendo,0.25,0.45,1.33,0.05,2.09,1,665
11320,Yokai Watch 2 Ganso/Honke,3DS,Role-Playing,Nintendo,0.09,0.0,3.18,0.01,3.28,2,665
11321,Yokai Watch 2 Shinuchi,3DS,Role-Playing,Level 5,0.0,0.0,2.68,0.0,2.68,2,24
11322,Yokai Watch 3,3DS,Action,Level 5,0.0,0.0,1.33,0.0,1.33,2,24
11323,Yokai Watch Busters,3DS,Action,Level 5,0.0,0.0,2.29,0.0,2.29,2,24
11324,Yomawari,PSV,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,0,86
11325,Yoostar on MTV,X360,Misc,Unknown,0.07,0.0,0.0,0.01,0.07,0,148
11326,Yoostar2,X360,Misc,Unknown,0.15,0.13,0.0,0.04,0.31,0,148
11327,Yoru no Nai Kuni,PS4,Role-Playing,Tecmo Koei,0.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0,249
11328,Yoshi,NES,Puzzle,Nintendo,0.7,0.13,1.6400000000000001,0.01,2.48,1,665
11329,Yoshi Topsy-Turvy,GBA,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,0,665
11330,Yoshi Touch & Go,DS,Platform,Nintendo,0.34,0.02,0.0,0.03,0.38,0,665
11331,Yoshi Touch & Go (JP sales),DS,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,0,665
11332,Yoshi's Cookie,GB,Puzzle,Nintendo,1.0,0.3,1.45,0.05,2.8,1,665
11333,Yoshi's Island DS,DS,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,1,665
11334,Yoshi's New Island,3DS,Platform,Nintendo,0.48,0.53,0.28,0.09,1.38,0,665
11335,Yoshi's Story,N64,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,1,665
11336,Yoshi's Woolly World,WiiU,Platform,Nintendo,0.62,0.47,0.11,0.1,1.3,0,665
11337,You Don't Know Jack,PS,Misc,Vivendi Games,0.84,0.15,0.0,0.06,1.08,1,86
11338,You Don't Know Jack: Mock 2,PS,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1,0,86
11339,You're in the Movies,X360,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,0,178
11340,Young Justice: Legacy,PS3,Action,Namco Bandai Games,0.09,0.05,0.0,0.02,0.16,0,765
11341,Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft,1.49,0.46,0.0,0.18,2.12,1,564
11342,Your Shape: Fitness Evolved,X360,Sports,Ubisoft,0.79,0.41,0.0,0.11,1.32,0,564
11343,Your Shape: Fitness Evolved 2012,X360,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,0,564
11344,Your Shape: Fitness Evolved 2013,WiiU,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,0,564
11345,Yourself Fitness,XB,Sports,responDESIGN,0.09000000000000001,0.04,0.0,0.01,0.13,0,1
11346,Yowamushi Pedal,3DS,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0,765
11347,Ys I & II Chronicles,PSP,Role-Playing,Falcom Corporation,0.05,0.0,0.03,0.01,0.09,0,12
11348,Ys Seven,PSP,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.02,0.23,0,12
11349,Ys VIII: Lacrimosa of Dana,PSV,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.09,0.0,0.09,0,5
11350,Ys vs. Sora no Kiseki: Alternative Saga,PSP,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,0,12
11351,Ys: Memories of Celceta,PSV,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,0,5
11352,Ys: The Ark of Napishtim,PS2,Role-Playing,Konami Digital Entertainment,0.11000000000000001,0.05,0.0,0.02,0.18,0,637
11353,Ys: The Oath in Felghana,PSP,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,0,12
11354,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,Action,Atari,0.21,0.08,0.0,0.01,0.3,0,277
11355,Yu Yu Hakusho: Tournament Tactics,GBA,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,0,277
11356,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,0,637
11357,Yu-Gi-Oh! 5D's Tag Force 4,PSP,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,0,637
11358,Yu-Gi-Oh! 5D's Tag Force 5,PSP,Strategy,Konami Digital Entertainment,0.13,0.04,0.14,0.03,0.34,0,637
11359,Yu-Gi-Oh! 5D's Tag Force 6,PSP,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0,637
11360,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,0,637
11361,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,Racing,Unknown,0.0,0.0,0.02,0.0,0.02,0,148
11362,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Strategy,Konami Digital Entertainment,0.18,0.01,0.09,0.02,0.31,0,637
11363,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,0,637
11364,Yu-Gi-Oh! 5D's: Duel Transer,Wii,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,0,637
11365,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,0,637
11366,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,0,637
11367,Yu-Gi-Oh! Dark Duel Stories,GB,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83,0,637
11368,Yu-Gi-Oh! Destiny Board Traveler,GBA,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45,0,637
11369,Yu-Gi-Oh! Double Pack,GBA,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28,0,637
11370,Yu-Gi-Oh! Duel Monsters,GB,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,0,637
11371,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1,0,637
11372,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,0,637
11373,Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,0,637
11374,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48,0,637
11375,Yu-Gi-Oh! GX: Duel Academy,GBA,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,0,637
11376,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22,0,637
11377,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,0,637
11378,Yu-Gi-Oh! GX: Tag Force,PSP,Strategy,Konami Digital Entertainment,0.09,0.02,0.0,0.02,0.13,0,637
11379,Yu-Gi-Oh! GX: Tag Force 2,PSP,Strategy,Konami Digital Entertainment,0.03,0.19,0.1,0.1,0.41,0,637
11380,Yu-Gi-Oh! GX: Tag Force 3,PSP,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.22,0,637
11381,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,0,637
11382,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Strategy,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,0,637
11383,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,0,637
11384,Yu-Gi-Oh! Monster Capture GB,GB,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0,637
11385,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,Action,Konami Digital Entertainment,0.0,0.03,0.1,0.0,0.13,0,637
11386,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,0,637
11387,Yu-Gi-Oh! Reshef of Destruction,GBA,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,0,637
11388,Yu-Gi-Oh! The Dawn of Destiny,XB,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31,0,637
11389,Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38,1,637
11390,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07,1,637
11391,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,0,637
11392,Yu-Gi-Oh! The Falsebound Kingdom,GC,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71,0,637
11393,Yu-Gi-Oh! The Sacred Cards,GBA,Role-Playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.3,0,637
11394,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,0,637
11395,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,0,637
11396,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,0,637
11397,Yu-Gi-Oh! World Championship 2007,DS,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,0,637
11398,Yu-Gi-Oh! World Championship 2008,DS,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,0,637
11399,Yu-Gi-Oh! World Championship Tournament 2004,GBA,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,0,637
11400,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,0,637
11401,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,0,637
11402,Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18,1,637
11403,Yuki Yuna is a Hero: Memory of the Forest,PSV,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,0,25
11404,Yume Neko DS,DS,Simulation,Sega,0.0,0.0,0.02,0.0,0.02,0,469
11405,Yumeiro Patissiere: My Sweets Cooking,DS,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,0,637
11406,Yumi's Odd Odyssey,3DS,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,0,3
11407,Yuu Yuu Hakusho,SNES,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,0,765
11408,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,0,765
11409,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,0,38
11410,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,0,469
11411,Yuugen Gaisha Brave Company,3DS,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0,765
11412,Yuusha Shisu.,PSV,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,0,86
11413,Yuusha no Kuse ni Namaikida Or 3D,PSP,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,0,617
11414,Zac to Ombra: Maboroshi no Yuuenchi,DS,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0,637
11415,Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Nintendo,0.18,0.16,0.03,0.04,0.42,0,665
11416,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67,1,17
11417,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Misc,Rocket Company,0.0,0.0,0.33,0.0,0.33,1,17
11418,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06,0,17
11419,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,1,5
11420,Zangeki no Reginleiv,Wii,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,0,665
11421,Zapper: One Wicked Cricket!,PS2,Platform,Infogrames,0.32,0.13999999999999999,0.0,0.02,0.48000000000000004,1,47
11422,Zatch Bell! Electric Arena,GBA,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03,0,71
11423,Zatch Bell! Mamodo Battles,PS2,Fighting,Namco Bandai Games,0.09,0.04,0.0,0.01,0.14,0,765
11424,Zatch Bell! Mamodo Fury,GC,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,0,765
11425,Zathura,PS2,Adventure,Take-Two Interactive,0.08,0.05,0.0,0.02,0.13999999999999999,0,194
11426,Zelda II: The Adventure of Link,NES,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,2,665
11427,Zen-Nippon GT Senshuken,SNES,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,0,71
11428,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Fighting,Human Entertainment,0.0,0.0,0.12,0.01,0.12,0,13
11429,Zendoku,DS,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,0,121
11430,Zenkoku Dekotora Matsuri,Wii,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03,0,19
11431,Zenses: Ocean,DS,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,0,27
11432,Zenses: Rainforest,DS,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,0,27
11433,Zero Divide,PS,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06,0,14
11434,Zero Escape: Virtue's Last Reward,3DS,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,0,81
11435,Zero Escape: Zero Time Dilemma,3DS,Adventure,Aksys Games,0.08,0.0,0.04,0.02,0.14,0,5
11436,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0,51
11437,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,0,51
11438,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,0,51
11439,Zero4 Champ RR,SNES,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36,1,3
11440,Zero4 Champ RR-Z,SNES,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1,0,3
11441,Zero: Tsukihami no Kamen,Wii,Action,Nintendo,0.0,0.0,0.08,0.0,0.08,0,665
11442,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,0,86
11443,Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0,21
11444,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02,0,1
11445,Zettai Onkan Otoda Master,DS,Role-Playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07,0,76
11446,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07,0,12
11447,ZhuZhu Babies,DS,Simulation,Activision,0.06,0.01,0.0,0.01,0.08,0,401
11448,ZhuZhu Pets,DS,Simulation,Activision,0.67,0.26,0.0,0.09,1.02,0,401
11449,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Simulation,Activision,0.4,0.1,0.0,0.04,0.54,0,401
11450,ZhuZhu Pets: Featuring The Wild Bunch,Wii,Simulation,Activision,0.3,0.03,0.0,0.03,0.36,0,401
11451,ZhuZhu Pets: Quest for Zhu,DS,Misc,Activision,0.06,0.0,0.0,0.0,0.06,0,401
11452,ZhuZhu Puppies,DS,Simulation,Activision,0.12,0.03,0.0,0.01,0.17,0,401
11453,Zill O'll Infinite Plus,PSP,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0,249
11454,Zillions of Enemy X: Zetsukai no Crusade,PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0,86
11455,Zoboomafoo: Leapin' Lemurs!,PS,Action,Encore,0.02,0.01,0.0,0.0,0.03,0,3
11456,Zoey 101: Field Trip Fiasco,DS,Action,THQ,0.02,0.0,0.0,0.0,0.02,0,394
11457,Zoids Assault,X360,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,0,38
11458,Zoids Dash,DS,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02,0,18
11459,Zoids: Battle Legends,GC,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,0,18
11460,Zoids: Legacy,GBA,Role-Playing,Tomy Corporation,0.06,0.02,0.0,0.0,0.08,0,18
11461,Zombi Daisuki,DS,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04,0,15
11462,ZombiU,WiiU,Action,Ubisoft,0.52,0.41,0.060000000000000005,0.09,1.08,0,564
11463,Zombie Army Trilogy,PS4,Shooter,Rebellion Developments,0.1,0.16999999999999998,0.0,0.04,0.31,1,1
11464,Zombie Hunters 2,PS2,Action,Essential Games,0.0,0.0,0.02,0.0,0.02,0,3
11465,Zone of the Enders,PS2,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,0,637
11466,Zone of the Enders HD Collection,PS3,Simulation,Konami Digital Entertainment,0.35,0.1,0.09999999999999999,0.07,0.62,0,637
11467,Zone of the Enders: The 2nd Runner,PS2,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,0,637
11468,Zone of the Enders: The Fist of Mars,GBA,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,0,637
11469,Zoo Hospital,Wii,Simulation,Majesco Entertainment,0.17,0.01,0.0,0.01,0.2,0,81
11470,Zoo Keeper,DS,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.16,0,48
11471,Zoo Quest: Puzzle Fun!,DS,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04,0,16
11472,Zoo Resort 3D,3DS,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,0,564
11473,Zoo Tycoon,PC,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.0,0.03,0,178
11474,Zoo Tycoon (2013),XOne,Simulation,Microsoft Game Studios,0.19999999999999998,0.21,0.0,0.04,0.44,0,178
11475,Zoo Tycoon 2,PC,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,0,178
